,Content ID,Reaction_Type,Datetime,Content_Type,Category,Sentiment,Score
22,a2e93b29-9259-4092-a4d7-62d5e823bb74,disgust,2021-06-09 09:41:37,video,public speaking,negative,0
23,a2e93b29-9259-4092-a4d7-62d5e823bb74,disgust,2020-12-26 06:13:28,video,public speaking,negative,0
24,a2e93b29-9259-4092-a4d7-62d5e823bb74,disgust,2021-06-15 17:31:50,video,public speaking,negative,0
25,9b3a6d30-48e8-476c-82be-9031524bd04d,disgust,2020-11-21 03:14:44,video,food,negative,0
26,9b3a6d30-48e8-476c-82be-9031524bd04d,disgust,2021-01-01 11:23:50,video,food,negative,0
27,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,disgust,2021-04-10 09:41:43,video,tennis,negative,0
28,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,disgust,2020-12-14 12:53:01,video,tennis,negative,0
29,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,disgust,2020-10-06 10:20:38,video,tennis,negative,0
30,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,disgust,2020-08-27 15:08:16,video,tennis,negative,0
31,baa2db00-81ba-4c34-b17d-dd950bfa133b,disgust,2020-09-13 08:14:15,GIF,soccer,negative,0
32,baa2db00-81ba-4c34-b17d-dd950bfa133b,disgust,2020-08-19 03:04:41,GIF,soccer,negative,0
33,baa2db00-81ba-4c34-b17d-dd950bfa133b,disgust,2021-03-09 21:30:11,GIF,soccer,negative,0
34,f98dde71-ce1d-4f6c-bb05-ae05779d2207,disgust,2020-12-12 23:02:32,GIF,soccer,negative,0
35,f98dde71-ce1d-4f6c-bb05-ae05779d2207,disgust,2021-03-30 23:01:37,GIF,soccer,negative,0
36,f98dde71-ce1d-4f6c-bb05-ae05779d2207,disgust,2020-10-22 03:40:50,GIF,soccer,negative,0
37,388bd9db-9d10-4f47-87c4-6db46e83bc95,disgust,2021-03-31 00:16:59,video,education,negative,0
38,78d0075f-895c-4a15-a35c-a921e2bb2cea,disgust,2020-12-07 00:39:27,photo,studying,negative,0
39,78d0075f-895c-4a15-a35c-a921e2bb2cea,disgust,2021-04-07 22:07:58,photo,studying,negative,0
40,78d0075f-895c-4a15-a35c-a921e2bb2cea,disgust,2020-07-06 19:29:39,photo,studying,negative,0
41,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,disgust,2020-09-11 20:55:52,photo,travel,negative,0
42,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,disgust,2020-07-26 11:28:58,photo,travel,negative,0
43,809b41e3-7a6f-4d80-84bf-f8d7b0e2d0e1,disgust,2021-05-11 03:04:50,audio,dogs,negative,0
44,34a3747a-0b77-42f6-ae19-87c38b94b674,disgust,2021-04-28 07:00:56,GIF,science,negative,0
45,34a3747a-0b77-42f6-ae19-87c38b94b674,disgust,2020-08-05 15:37:34,GIF,science,negative,0
46,2920dccb-e06f-49fc-8049-b6d4164dfe84,disgust,2020-07-21 09:23:56,GIF,veganism,negative,0
47,2920dccb-e06f-49fc-8049-b6d4164dfe84,disgust,2020-06-21 14:10:42,GIF,veganism,negative,0
48,f4e3840e-bb71-40c2-afc5-9408d842646d,disgust,2021-03-08 02:51:24,photo,healthy eating,negative,0
49,a2ff9bf2-1fa6-4001-9566-f597f8e754ef,disgust,2021-02-21 08:37:41,video,food,negative,0
50,a2ff9bf2-1fa6-4001-9566-f597f8e754ef,disgust,2020-12-04 13:10:29,video,food,negative,0
51,74718bbf-e5a3-442f-8ca2-4a3428757fc1,disgust,2020-12-22 19:44:47,video,dogs,negative,0
52,74718bbf-e5a3-442f-8ca2-4a3428757fc1,disgust,2020-07-08 10:18:43,video,dogs,negative,0
53,74718bbf-e5a3-442f-8ca2-4a3428757fc1,disgust,2020-10-22 15:01:57,video,dogs,negative,0
54,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,disgust,2021-01-17 23:43:53,video,cooking,negative,0
55,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,disgust,2020-06-23 11:28:25,video,cooking,negative,0
56,eec5e521-4c28-4e8a-93a9-d544803fad7e,disgust,2020-10-10 23:55:45,audio,food,negative,0
57,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,disgust,2020-08-01 08:00:05,photo,technology,negative,0
58,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,disgust,2020-10-06 11:27:42,photo,technology,negative,0
59,457301ee-3e87-40d8-8b82-ea4e1fa90e39,disgust,2020-06-30 23:11:07,GIF,healthy eating,negative,0
60,457301ee-3e87-40d8-8b82-ea4e1fa90e39,disgust,2021-01-16 01:40:32,GIF,healthy eating,negative,0
61,457301ee-3e87-40d8-8b82-ea4e1fa90e39,disgust,2021-05-21 14:58:32,GIF,healthy eating,negative,0
62,457301ee-3e87-40d8-8b82-ea4e1fa90e39,disgust,2020-10-01 07:34:15,GIF,healthy eating,negative,0
63,457301ee-3e87-40d8-8b82-ea4e1fa90e39,disgust,2020-07-07 12:17:02,GIF,healthy eating,negative,0
64,4fa14453-7b29-4302-b51f-9aa23b472c1b,disgust,2020-09-08 15:30:59,audio,animals,negative,0
65,ab4c4756-1c50-4136-bad9-3216e01ffac2,disgust,2021-04-24 11:52:10,audio,fitness,negative,0
66,ab4c4756-1c50-4136-bad9-3216e01ffac2,disgust,2021-03-18 22:16:29,audio,fitness,negative,0
67,4478d98e-43e8-4dc0-884d-c1115aa8b970,disgust,2020-07-05 20:02:47,audio,animals,negative,0
68,34f73132-fff6-4f01-a5ec-4b4b66461fc7,disgust,2020-11-12 19:22:27,photo,fitness,negative,0
69,34f73132-fff6-4f01-a5ec-4b4b66461fc7,disgust,2020-09-21 08:22:31,photo,fitness,negative,0
70,34f73132-fff6-4f01-a5ec-4b4b66461fc7,disgust,2021-04-18 13:09:49,photo,fitness,negative,0
71,34f73132-fff6-4f01-a5ec-4b4b66461fc7,disgust,2021-01-27 15:57:15,photo,fitness,negative,0
72,bfa4e11c-9d72-49b9-bd43-49d95c2e5181,disgust,2020-12-06 06:14:00,photo,veganism,negative,0
73,220d9dc1-f8a5-422d-b200-3819f3b89b2b,disgust,2020-06-26 16:08:58,video,dogs,negative,0
74,220d9dc1-f8a5-422d-b200-3819f3b89b2b,disgust,2021-05-18 09:59:31,video,dogs,negative,0
75,220d9dc1-f8a5-422d-b200-3819f3b89b2b,disgust,2021-02-22 18:10:29,video,dogs,negative,0
76,ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,disgust,2020-09-01 06:27:20,GIF,healthy eating,negative,0
77,ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,disgust,2020-10-27 14:22:41,GIF,healthy eating,negative,0
78,ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,disgust,2021-03-25 11:15:29,GIF,healthy eating,negative,0
79,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,disgust,2021-02-07 18:56:09,GIF,studying,negative,0
80,14ed7f7b-2c96-4458-8a39-606c25c14180,disgust,2021-02-24 03:44:05,video,tennis,negative,0
81,c01fa154-5348-4040-9d20-0bbf01f6349b,disgust,2020-11-24 19:10:07,GIF,tennis,negative,0
82,c01fa154-5348-4040-9d20-0bbf01f6349b,disgust,2021-01-22 16:02:50,GIF,tennis,negative,0
83,c01fa154-5348-4040-9d20-0bbf01f6349b,disgust,2021-03-28 13:07:56,GIF,tennis,negative,0
84,50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,2020-09-03 10:59:45,GIF,travel,negative,0
85,50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,2020-11-10 07:27:45,GIF,travel,negative,0
86,50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,2021-01-25 00:52:11,GIF,travel,negative,0
87,50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,2020-06-26 18:09:24,GIF,travel,negative,0
88,50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,2021-01-20 19:32:40,GIF,travel,negative,0
89,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,disgust,2020-10-24 10:08:27,video,science,negative,0
90,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,disgust,2020-08-07 09:07:19,video,science,negative,0
91,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,disgust,2021-01-16 05:51:58,video,science,negative,0
92,e442899c-d2d6-4392-be2d-a0b916ae47fb,disgust,2020-09-21 09:10:22,video,technology,negative,0
93,e442899c-d2d6-4392-be2d-a0b916ae47fb,disgust,2021-02-04 07:27:14,video,technology,negative,0
94,e442899c-d2d6-4392-be2d-a0b916ae47fb,disgust,2021-05-26 13:22:56,video,technology,negative,0
95,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,disgust,2020-12-20 01:10:46,video,science,negative,0
96,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,disgust,2021-06-03 02:16:45,video,science,negative,0
97,82145a60-013e-4d96-81a5-399af8618158,disgust,2021-02-03 23:56:34,audio,food,negative,0
98,82145a60-013e-4d96-81a5-399af8618158,disgust,2020-07-22 21:59:31,audio,food,negative,0
99,d852b946-01e1-44fe-abd7-26198660cbdb,disgust,2020-09-10 10:21:40,GIF,food,negative,0
100,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,disgust,2021-02-08 05:08:45,GIF,healthy eating,negative,0
101,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,disgust,2021-04-23 03:13:45,GIF,healthy eating,negative,0
102,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,disgust,2020-07-15 19:23:08,video,culture,negative,0
103,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,disgust,2021-02-12 16:04:02,video,culture,negative,0
104,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,disgust,2020-06-25 05:15:12,video,culture,negative,0
105,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,disgust,2021-05-17 13:47:25,GIF,soccer,negative,0
106,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,disgust,2021-04-29 18:04:17,GIF,soccer,negative,0
107,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,disgust,2020-12-15 03:05:33,GIF,soccer,negative,0
108,026973ef-4b73-4901-9160-bc9e04516057,disgust,2020-12-27 23:36:09,audio,culture,negative,0
109,026973ef-4b73-4901-9160-bc9e04516057,disgust,2020-10-20 13:31:02,audio,culture,negative,0
110,f08bdab2-b888-484e-8fd9-919e6ed86c12,disgust,2021-03-25 19:36:23,audio,education,negative,0
111,258bb775-3c35-4eec-90f3-8b75a52e466a,disgust,2020-11-26 14:04:36,photo,education,negative,0
112,258bb775-3c35-4eec-90f3-8b75a52e466a,disgust,2021-06-07 04:28:23,photo,education,negative,0
113,8d32243c-2dd1-4128-bde1-d643207e582c,disgust,2020-12-03 11:30:02,photo,studying,negative,0
114,8d32243c-2dd1-4128-bde1-d643207e582c,disgust,2021-04-13 07:30:34,photo,studying,negative,0
115,8d32243c-2dd1-4128-bde1-d643207e582c,disgust,2020-06-24 06:45:10,photo,studying,negative,0
116,e2c433d2-096e-484e-8c69-28f0bb69f3b7,disgust,2021-01-24 20:52:36,audio,science,negative,0
117,e2c433d2-096e-484e-8c69-28f0bb69f3b7,disgust,2020-11-25 19:43:36,audio,science,negative,0
118,e2c433d2-096e-484e-8c69-28f0bb69f3b7,disgust,2021-01-26 15:54:27,audio,science,negative,0
119,409aa11d-5af3-4a70-9da1-482857f5835e,disgust,2021-03-10 19:24:16,GIF,fitness,negative,0
120,409aa11d-5af3-4a70-9da1-482857f5835e,disgust,2021-06-16 16:12:42,GIF,fitness,negative,0
121,409aa11d-5af3-4a70-9da1-482857f5835e,disgust,2021-01-29 09:21:08,GIF,fitness,negative,0
122,eaddee3e-3a23-47cd-9785-ab7f2120a293,disgust,2020-12-26 09:23:28,video,science,negative,0
123,eaddee3e-3a23-47cd-9785-ab7f2120a293,disgust,2021-04-02 21:00:06,video,science,negative,0
124,9ef39aa2-60f9-4e4b-b666-c6cb97015503,disgust,2021-01-16 07:00:51,GIF,travel,negative,0
125,841403fd-321b-4118-90b3-cc0075d64047,disgust,2020-09-27 06:26:14,GIF,studying,negative,0
126,3724de8a-ec2f-4021-a3f1-605d551da9d0,disgust,2021-03-11 08:12:54,video,culture,negative,0
127,3724de8a-ec2f-4021-a3f1-605d551da9d0,disgust,2020-06-23 18:41:19,video,culture,negative,0
128,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,disgust,2020-12-29 08:39:57,photo,science,negative,0
129,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,disgust,2021-04-27 00:46:44,photo,science,negative,0
130,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,disgust,2020-11-20 10:39:52,photo,science,negative,0
131,0491183b-be25-4108-b667-8c30d3cdbf50,disgust,2020-07-11 18:45:12,audio,veganism,negative,0
132,359b93ea-446f-4202-8801-db238de5de4d,disgust,2021-02-26 19:38:28,photo,food,negative,0
133,0adb9a94-210a-4e84-bca1-13db9452ff0e,disgust,2021-06-09 06:01:38,video,healthy eating,negative,0
134,0adb9a94-210a-4e84-bca1-13db9452ff0e,disgust,2021-04-08 01:19:47,video,healthy eating,negative,0
135,0adb9a94-210a-4e84-bca1-13db9452ff0e,disgust,2020-08-31 08:14:33,video,healthy eating,negative,0
136,86346263-02db-4020-a216-9e54f502f643,disgust,2020-09-19 14:51:08,GIF,travel,negative,0
137,86346263-02db-4020-a216-9e54f502f643,disgust,2020-11-04 05:30:31,GIF,travel,negative,0
138,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,disgust,2020-09-28 14:41:07,photo,studying,negative,0
139,9d94f180-947c-40f5-aa05-f1958759b7fc,disgust,2021-03-13 14:46:31,video,science,negative,0
140,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,disgust,2021-05-06 04:52:47,photo,culture,negative,0
141,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,disgust,2021-03-18 15:44:36,photo,culture,negative,0
142,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,disgust,2020-10-31 11:07:00,GIF,culture,negative,0
143,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,disgust,2021-02-26 18:46:56,GIF,culture,negative,0
144,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,disgust,2021-01-22 03:45:20,GIF,culture,negative,0
145,fada6910-2cc5-4600-808c-1e6066f795a6,disgust,2020-08-26 19:01:45,GIF,technology,negative,0
146,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,disgust,2021-02-27 07:03:18,photo,culture,negative,0
147,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,disgust,2020-06-27 14:11:54,photo,culture,negative,0
148,1de2f0f9-61ab-43fb-9180-6870824c63c0,disgust,2020-11-10 01:05:08,GIF,science,negative,0
149,1de2f0f9-61ab-43fb-9180-6870824c63c0,disgust,2020-07-07 20:10:39,GIF,science,negative,0
150,c2d6e707-f00e-4fa4-a193-eb36272f58df,disgust,2021-04-15 19:16:38,GIF,veganism,negative,0
151,af7971aa-5fd5-41d3-b6c3-583704a705a2,disgust,2021-01-03 06:27:03,video,healthy eating,negative,0
152,af7971aa-5fd5-41d3-b6c3-583704a705a2,disgust,2021-04-20 15:01:31,video,healthy eating,negative,0
153,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,disgust,2020-11-24 08:08:35,video,healthy eating,negative,0
154,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,disgust,2020-12-21 19:33:48,video,healthy eating,negative,0
155,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,disgust,2021-05-04 17:40:53,video,healthy eating,negative,0
156,cd568dd1-70cf-45d6-b495-10eebff8c920,disgust,2020-11-04 07:49:41,photo,dogs,negative,0
157,cd568dd1-70cf-45d6-b495-10eebff8c920,disgust,2020-10-30 08:38:34,photo,dogs,negative,0
158,cd568dd1-70cf-45d6-b495-10eebff8c920,disgust,2020-11-11 23:23:00,photo,dogs,negative,0
159,cd568dd1-70cf-45d6-b495-10eebff8c920,disgust,2021-02-15 11:09:58,photo,dogs,negative,0
160,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,disgust,2021-04-12 10:58:45,photo,travel,negative,0
161,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,disgust,2021-01-01 15:36:54,photo,travel,negative,0
162,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,disgust,2020-12-13 17:23:33,photo,travel,negative,0
163,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,disgust,2020-11-13 10:06:14,photo,travel,negative,0
164,ef99fd68-74fb-4c72-bc70-742ebca14499,disgust,2021-05-25 23:39:00,video,soccer,negative,0
165,d147ab3c-4097-4eec-b4dc-480e4ece801b,disgust,2021-05-25 07:18:29,audio,culture,negative,0
166,62681a6c-fe82-4186-ba7d-0805ae5b95ed,disgust,2021-02-10 16:00:33,audio,veganism,negative,0
167,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2020-10-23 11:36:46,GIF,cooking,negative,0
168,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2021-04-03 22:31:54,GIF,cooking,negative,0
169,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2020-12-23 13:18:04,GIF,cooking,negative,0
170,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2021-04-16 10:24:32,GIF,cooking,negative,0
171,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2020-07-08 21:07:05,GIF,cooking,negative,0
172,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2020-11-13 15:40:16,GIF,cooking,negative,0
173,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2020-09-14 10:32:35,GIF,cooking,negative,0
174,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2020-10-14 23:46:19,GIF,cooking,negative,0
175,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2020-11-01 08:01:26,GIF,cooking,negative,0
176,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2021-05-20 00:01:57,GIF,cooking,negative,0
177,65545cfb-59bb-4dc1-a38b-82f268210da2,disgust,2020-07-06 14:07:34,audio,technology,negative,0
178,65545cfb-59bb-4dc1-a38b-82f268210da2,disgust,2020-09-06 13:50:31,audio,technology,negative,0
179,65545cfb-59bb-4dc1-a38b-82f268210da2,disgust,2020-10-15 04:56:29,audio,technology,negative,0
180,433607b3-eeb4-48b8-9263-9805c1b89d55,disgust,2021-01-20 20:27:02,video,education,negative,0
181,433607b3-eeb4-48b8-9263-9805c1b89d55,disgust,2021-04-14 03:34:59,video,education,negative,0
182,1000371f-7758-4c44-a1bc-41fd836b0bcb,disgust,2021-01-23 20:42:09,audio,studying,negative,0
183,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,disgust,2020-07-06 15:48:58,video,studying,negative,0
184,8e3896e3-2f84-4b47-9365-fb562c9ed730,disgust,2020-09-24 20:48:52,video,public speaking,negative,0
185,8e3896e3-2f84-4b47-9365-fb562c9ed730,disgust,2020-09-01 08:27:47,video,public speaking,negative,0
186,8e3896e3-2f84-4b47-9365-fb562c9ed730,disgust,2021-02-02 11:04:40,video,public speaking,negative,0
187,de9796a6-d19d-4c41-a965-7aa4dcc69fee,disgust,2021-05-06 16:55:56,audio,technology,negative,0
188,de9796a6-d19d-4c41-a965-7aa4dcc69fee,disgust,2021-04-05 15:27:40,audio,technology,negative,0
189,e4466189-0b96-4cc4-9d7d-d0f27b982548,disgust,2021-02-03 17:39:08,GIF,education,negative,0
190,e4466189-0b96-4cc4-9d7d-d0f27b982548,disgust,2020-07-24 09:08:00,GIF,education,negative,0
191,391a9aa4-c04a-431e-8366-712d92267c2b,disgust,2021-05-24 09:55:46,video,public speaking,negative,0
192,391a9aa4-c04a-431e-8366-712d92267c2b,disgust,2021-04-29 20:20:44,video,public speaking,negative,0
193,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,disgust,2020-12-25 06:35:14,photo,food,negative,0
194,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,disgust,2020-12-12 11:40:51,photo,food,negative,0
195,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,disgust,2020-07-15 12:39:27,photo,food,negative,0
196,c7066a17-2e12-49d2-bb9e-c8967051f490,disgust,2021-02-16 15:42:08,GIF,public speaking,negative,0
197,c7066a17-2e12-49d2-bb9e-c8967051f490,disgust,2020-09-03 08:25:23,GIF,public speaking,negative,0
198,f01ec49c-3179-43bb-b127-2b1a73f34b06,disgust,2021-01-21 16:00:16,photo,animals,negative,0
199,f01ec49c-3179-43bb-b127-2b1a73f34b06,disgust,2021-02-25 22:40:44,photo,animals,negative,0
200,c6cbd704-9d4a-4ace-b61e-e5df74ee83af,disgust,2021-04-05 05:18:13,photo,education,negative,0
201,eb6fc324-f85b-4bfb-b712-0a3eceb0b9d7,disgust,2020-08-21 17:43:38,GIF,soccer,negative,0
202,b6c24086-becf-4615-801e-c3c298a8d4e2,disgust,2020-11-04 01:35:06,photo,travel,negative,0
203,b6c24086-becf-4615-801e-c3c298a8d4e2,disgust,2021-05-23 19:58:37,photo,travel,negative,0
204,b6c24086-becf-4615-801e-c3c298a8d4e2,disgust,2020-06-20 11:04:25,photo,travel,negative,0
205,b6c24086-becf-4615-801e-c3c298a8d4e2,disgust,2020-07-20 16:21:17,photo,travel,negative,0
206,1beeffff-f261-435f-a109-6fafe46669d4,disgust,2021-01-24 03:47:10,photo,public speaking,negative,0
207,1beeffff-f261-435f-a109-6fafe46669d4,disgust,2021-03-12 04:13:07,photo,public speaking,negative,0
208,1beeffff-f261-435f-a109-6fafe46669d4,disgust,2021-05-04 07:33:57,photo,public speaking,negative,0
209,1beeffff-f261-435f-a109-6fafe46669d4,disgust,2020-11-26 18:34:59,photo,public speaking,negative,0
210,61e6650c-5068-4575-9aee-4217ef3dbdb1,disgust,2020-09-04 09:40:16,GIF,tennis,negative,0
211,3a7f83a0-b9f9-44c1-a15d-656c4095e732,disgust,2020-10-15 10:31:03,GIF,soccer,negative,0
212,2b6921de-e7f2-4e30-8feb-36bd41becaf0,disgust,2021-05-06 03:02:17,audio,travel,negative,0
213,b56a9e24-d0f2-4599-b893-c2889a15e1d6,disgust,2020-07-04 16:40:20,video,veganism,negative,0
214,b56a9e24-d0f2-4599-b893-c2889a15e1d6,disgust,2020-07-21 02:54:53,video,veganism,negative,0
215,d706b190-216c-4103-9107-fb7304766d68,disgust,2020-10-02 15:49:44,video,cooking,negative,0
216,d706b190-216c-4103-9107-fb7304766d68,disgust,2021-03-23 01:45:50,video,cooking,negative,0
217,d706b190-216c-4103-9107-fb7304766d68,disgust,2021-04-23 13:53:16,video,cooking,negative,0
218,d706b190-216c-4103-9107-fb7304766d68,disgust,2021-06-12 14:04:47,video,cooking,negative,0
219,d706b190-216c-4103-9107-fb7304766d68,disgust,2021-01-09 13:42:15,video,cooking,negative,0
220,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,disgust,2021-01-08 20:20:39,audio,tennis,negative,0
221,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,disgust,2021-04-13 05:12:33,audio,tennis,negative,0
222,2c511a63-5eb5-422f-8483-c9fcf9a29b55,disgust,2020-09-07 18:59:02,GIF,technology,negative,0
223,edc4a60a-b5ba-4178-b99e-9d34ed92599c,disgust,2020-07-08 13:41:02,audio,technology,negative,0
224,2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,disgust,2020-12-26 08:14:19,photo,animals,negative,0
225,2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,disgust,2020-11-14 00:40:44,photo,animals,negative,0
226,2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,disgust,2021-05-25 15:23:34,photo,animals,negative,0
227,e51b00b8-49d4-4909-9f25-8e9a06e28728,disgust,2021-04-28 23:43:21,video,soccer,negative,0
228,e51b00b8-49d4-4909-9f25-8e9a06e28728,disgust,2020-09-03 05:09:18,video,soccer,negative,0
229,509a5fb0-9bb2-4809-9f90-18ae007acc94,disgust,2020-10-16 08:30:30,video,dogs,negative,0
230,509a5fb0-9bb2-4809-9f90-18ae007acc94,disgust,2021-05-10 15:05:14,video,dogs,negative,0
231,509a5fb0-9bb2-4809-9f90-18ae007acc94,disgust,2021-01-13 19:15:17,video,dogs,negative,0
232,f1038e6c-5292-4e20-a866-675e1637d6b5,disgust,2020-06-20 06:53:17,GIF,soccer,negative,0
233,f1038e6c-5292-4e20-a866-675e1637d6b5,disgust,2021-01-20 05:01:18,GIF,soccer,negative,0
234,08cc29f3-a22d-4652-8f27-ff9e0a826289,disgust,2020-11-01 06:30:29,photo,technology,negative,0
235,a784c1dd-e2ab-408d-a0c3-226a51d420e1,disgust,2020-09-16 15:06:48,audio,technology,negative,0
236,3a106d1f-3942-49d4-9358-417f33d760c6,disgust,2021-05-05 13:03:58,photo,fitness,negative,0
237,5bb364a6-8646-4cdb-b1cf-09f4125718d8,disgust,2020-07-12 11:17:41,audio,soccer,negative,0
238,5bb364a6-8646-4cdb-b1cf-09f4125718d8,disgust,2020-12-12 03:19:34,audio,soccer,negative,0
